Fahrer,Pilot,8,5,5,2,1,5,6,8,6,4,6,7,8,5.46
Zucker,Honig,6,9,0,3,1,0,1,6,1,6,5,5,8,3.92
Körper,Schulter,3,3,5,5,2,0,6,5,0,5,5,5,5,3.77
Idee,Abbild,0,2,5,0,0,0,0,0,1,4,2,9,1,1.85
Vater,Bruder,2,6,5,8,2,0,0,6,2,7,5,5,7,4.23
Mond,Planet,6,6,5,9,4,5,0,7,8,9,5,8,8,6.15
Ball,Kostüm,6,6,5,5,4,0,1,7,1,8,5,5,5,4.46
Gleis,Zaun,0,1,0,0,0,0,0,0,0,2,5,5,0,1.00
Zimmer,Bett,0,2,0,6,2,0,0,5,0,7,1,5,5,2.54
Blume,Busch,5,6,1,3,1,0,1,6,1,5,6,5,2,3.23
Knochen,Knie,5,4,1,5,6,0,5,9,0,7,5,7,7,4.69
Arm,Knie,5,5,5,2,2,0,5,9,1,8,5,5,4,4.31
Unterseite,Seite,4,6,5,4,2,3,9,10,1,1,5,8,9,5.15
Gefäß,Vene,7,2,8,1,1,5,6,5,2,7,8,5,9,5.08
Katze,Hase,0,0,5,2,2,0,2,6,2,6,6,5,6,3.23
Fleisch,Sandwich,2,4,0,0,0,0,0,7,1,7,2,5,6,2.62
Glaube,Konzept,1,1,3,0,0,0,8,5,2,3,3,5,5,2.77
Intelligenz,Einsicht,1,3,8,6,3,2,5,1,0,4,4,6,6,3.77
Aufmerksamkeit,Interesse,6,8,9,9,6,5,8,7,9,9,8,7,9,7.69
Haltung,Selbstsicherheit,8,3,5,4,6,0,7,5,1,6,8,6,7,5.08
Recht,Gerechtigkeit,5,8,9,7,8,4,7,10,8,8,8,9,8,7.62
Streit,Vereinbarung,2,3,0,0,0,0,0,0,1,1,0,0,0,0.54
Tiefe,Ausmaß,2,4,5,7,0,1,6,7,3,0,6,8,6,4.23
Medium,Nachrichten,3,3,8,7,0,5,1,0,0,8,5,6,6,4.00
Gewinner,Kandidat,5,2,8,1,4,0,0,5,1,5,5,5,5,3.54
Geburtstag,Datum,5,6,5,7,4,0,2,8,5,6,5,5,6,4.92
Gebühr,Bezahlung,9,6,5,6,6,2,3,7,7,7,8,8,9,6.38
Bibel,Hymne,0,0,0,0,0,1,0,2,1,0,0,0,0,0.31
Ausgang,Eingang,5,4,5,6,0,2,8,10,1,7,5,3,7,4.85
Mann,Wache,2,3,5,1,3,0,1,1,4,4,5,5,2,2.77
Gang,Halle,0,4,5,5,0,0,2,3,0,4,5,5,6,3.00
Whiskey,Gin,5,7,5,5,2,2,5,10,0,9,5,5,8,5.23
Blut,Mark,0,3,0,0,1,0,1,7,1,1,2,5,0,1.62
Öl,Nerz,0,0,0,0,0,0,0,0,0,2,4,0,5,0.85
Schiffsboden,Schiffsdeck,5,4,8,7,5,5,6,8,5,0,8,7,8,5.85
Dach,Boden,5,8,0,3,6,0,2,8,0,3,2,7,9,4.08
Türe,Boden,0,2,0,2,0,0,0,2,1,5,0,5,0,1.31
Schulter,Kopf,0,4,5,5,1,0,4,6,1,8,5,5,7,3.92
Wagen,Kutsche,9,5,8,3,3,3,6,9,6,4,5,7,9,5.92
Auto,Kutsche,7,5,5,3,1,2,5,5,5,4,4,7,9,4.77
Ellenbogen,Knöchel,1,2,5,2,5,0,6,6,0,8,5,5,9,4.15
Reichtum,Ruhm,4,0,0,5,8,8,5,3,0,0,1,8,7,3.77
Sorge,Scham,0,0,0,0,6,5,3,3,0,0,1,4,7,2.23
Verwaltung,Geschäftsführung,10,0,10,8,6,9,8,5,8,4,2,10,7,6.69
Verständigung,Unterhaltung,10,2,0,2,7,9,5,9,7,3,10,3,8,5.77
Verschmutzung,Atmosphäre,6,0,0,0,5,5,5,1,0,0,0,4,5,2.38
Anatomie,Biologie,7,2,0,0,7,5,5,6,5,2,8,1,7,4.23
Hochschule,Beruf,0,0,0,1,4,5,5,3,0,0,0,6,5,2.23
Buch,Thema,4,0,0,0,2,4,5,1,0,0,3,5,0,1.85
Formel,Gleichung,7,1,10,2,4,5,9,7,7,8,10,9,9,6.77
Buch,Information,4,0,5,0,5,2,5,1,0,0,3,6,5,2.77
Junge,Partner,3,0,0,0,6,5,4,0,1,0,3,5,6,2.54
Himmel,Universum,10,9,0,2,6,5,8,4,1,0,5,7,9,5.08
Bevölkerung,Menschen,5,2,10,2,10,9,5,5,8,0,10,8,9,6.38
Hochschule,Klasse,5,1,0,4,8,5,4,2,0,0,3,6,7,3.46
Chef,Bürgermeister,5,1,0,0,8,5,6,4,1,0,8,7,5,3.85
Rabbi,Minister,0,0,0,0,3,0,5,1,0,0,1,5,5,1.54
Meter,Inch,6,5,5,0,7,5,5,1,0,0,4,5,7,3.85
Polyester,Baumwolle,6,0,0,0,6,5,5,6,0,0,0,0,8,2.77
Rechtsanwalt,Bankier,0,0,0,0,4,0,4,2,0,0,0,5,0,1.15
Geige,Instrument,5,1,5,2,6,5,8,3,5,0,10,7,9,5.08
Lager,Hütte,10,1,0,1,6,5,4,6,1,0,1,4,7,3.54
Topf,Haushaltsgerät,7,1,0,5,9,5,6,3,2,0,8,4,9,4.54
Leinen,Gewebe,10,5,5,5,8,9,8,7,0,1,6,7,9,6.15
Whiskey,Champagner,5,0,0,1,6,4,6,4,0,0,0,3,8,2.85
Mädchen,Kind,5,0,0,0,2,9,5,4,0,1,2,6,9,3.31
Hütte,Häuschen,10,10,10,7,6,9,5,7,8,10,10,10,9,8.54
Vogel,Henne,10,1,5,2,6,5,8,3,2,0,3,7,9,4.69
Rakete,Lärm,6,0,0,0,10,2,5,1,0,0,1,5,0,2.31
Sonnenuntergang,Abend,6,1,5,0,6,5,8,6,0,1,9,6,8,4.69
Nieselregen,Regen,6,9,10,8,9,5,8,8,2,4,9,6,9,7.15
Erwachsener,Baby,0,0,0,0,6,5,0,2,0,0,0,3,0,1.23
Holzkohle,Kohle,7,9,5,3,3,5,8,9,7,4,10,5,9,6.46
Körper,Rückgrat,5,10,5,0,6,5,5,4,0,0,3,4,8,4.23
Kopf,Nagel,0,0,0,0,6,5,4,1,0,0,5,0,0,1.62
Holzblock,Bauholz,7,2,5,1,6,5,5,5,2,0,6,5,9,4.46
Löffel,Tasse,5,0,0,0,6,0,5,1,0,0,0,4,5,2.00
Körper,Nerv,5,1,0,0,4,5,5,1,0,0,3,6,5,2.69
Mann,Ehemann,3,5,10,5,8,5,8,9,9,7,8,7,10,7.23
Knochen,Genick,6,1,0,1,9,5,5,6,0,0,4,3,7,3.62
Frust,Zorn,10,0,5,8,6,5,6,5,0,3,2,6,7,4.85
Fluss,Meer,5,1,0,0,6,5,5,2,0,0,4,7,7,3.23
Aufgabe,Beruf,4,1,0,3,8,8,8,8,5,2,3,6,8,4.92
Club,Verein,10,10,10,3,6,8,8,10,7,8,10,9,10,8.38
Spiegelung,Spiegelbild,10,9,10,3,8,5,8,8,9,7,10,6,9,7.85
Prinz,König,10,0,5,1,2,5,7,7,0,0,5,7,8,4.38
Schnee,Wetter,10,1,0,2,5,5,5,5,3,0,8,4,8,4.31
Leute,Party,5,0,5,2,6,5,5,1,0,0,0,7,5,3.15
Junge,Bruder,6,1,0,1,8,9,5,4,0,0,1,4,9,3.69
Wurzel,Gras,5,0,5,2,4,0,5,4,0,0,1,4,7,2.85
Braue,Auge,6,0,5,2,6,5,5,5,0,0,4,3,8,3.77
Geld,Perle,1,5,1,0,4,2,1,1,4,0,0,0,2,1.62
Geld,Diamand,1,6,2,0,4,1,5,3,3,5,0,0,4,2.62
Gefährt,Bus,4,7,8,6,8,3,10,3,7,10,0,0,8,5.69
Taxi,Bus,5,3,7,0,7,1,4,7,5,5,0,0,7,3.92
Haus,Baracke,4,6,8,10,3,1,2,5,2,0,2,2,8,4.08
Finger,Handfläche,5,3,6,0,6,1,0,2,6,0,0,0,5,2.62
Auto,Brücke,1,2,0,0,3,0,0,1,5,0,0,0,0,0.92
Anstrengung,Schwierigkeit,3,5,7,7,6,2,6,4,5,5,5,7,5,5.15
Tatsache,Einsicht,1,4,1,0,3,0,4,5,5,0,0,0,0,1.77
Beruf,Unternehmensleitung,3,2,1,5,7,0,4,2,4,5,0,0,7,3.08
Krebs,Krankheit,5,9,8,5,10,2,3,3,8,10,0,0,9,5.54
Wort,Zeitung,3,4,6,0,3,0,0,2,1,0,0,0,0,1.46
Komponist,Schriftsteller,4,4,7,0,7,1,0,3,7,0,0,0,7,3.08
Schauspieler,Sänger,5,4,7,0,7,1,0,3,4,0,0,0,7,2.92
Unterschlupf,Hütte,4,7,9,10,5,2,8,3,6,10,1,0,8,5.62
Badezimmer,Küche,3,2,0,0,6,1,2,1,4,0,0,0,0,1.46
Hütte,Baracke,7,7,9,10,7,2,8,6,6,0,2,7,9,6.15
Türe,Küche,1,2,1,0,4,0,0,0,3,0,0,0,0,0.85
Wert,Glaube,0,4,7,0,0,1,1,0,7,0,0,0,5,1.92
Weisheit,Intelligenz,6,9,9,0,8,3,0,8,9,10,4,5,7,6.00
Unwissen,Intelligenz,0,0,0,0,0,0,0,1,2,0,0,0,0,0.23
Glückseligkeit,Glück,8,6,10,10,7,2,10,3,7,10,2,8,9,7.08
Idee,Plan,6,8,9,0,9,2,8,8,7,5,2,7,6,5.92
Laune,Gefühlsregung,10,5,10,10,5,1,9,6,3,5,2,5,8,6.08
Glückseligkeit,Frieden,5,7,8,5,6,2,10,8,9,0,6,5,7,6.00
Verzweiflung,Unglück,4,4,8,5,6,1,1,6,5,5,0,5,7,4.38
Logik,Arithmetik,2,3,8,5,1,1,5,4,4,0,0,5,7,3.46
Leugnung,Geständnis,4,0,0,0,0,0,0,2,1,0,0,0,0,0.54
Streit,Kritik,1,4,7,0,4,3,1,2,5,0,0,0,6,2.54
Agression,Feindseligkeit,8,8,8,10,7,4,9,9,8,0,8,10,9,7.54
Hysterie,Verwirrung,1,2,10,0,5,0,0,6,0,0,2,0,3,2.23
Chemie,Theorie,1,2,1,0,1,0,0,2,7,0,0,0,5,1.46
Gerichtsverfahren,Urteil,5,7,9,0,10,1,3,3,8,5,0,0,7,4.46
Bequemlichkeit,Sicherheit,1,3,1,0,1,0,6,4,6,0,0,0,0,1.69
Selbstsicherheit,Selbst,1,2,8,0,2,1,1,1,8,0,0,0,7,2.38
Sicht,Wahrnehmung,9,3,8,10,5,3,10,4,6,10,4,10,9,7.00
Ära,Jahrzehnt,10,3,9,10,9,3,8,4,8,10,2,5,7,6.77
Biographie,Fiktion,1,3,1,0,4,1,0,4,5,0,0,0,0,1.46
Auseinandersetzung,Streit,10,8,10,10,10,3,10,7,7,10,8,10,10,8.69
Code,Symbol,5,7,7,10,5,2,0,2,7,0,1,8,0,4.15
Gefahr,Krankheit,1,4,2,0,4,0,7,2,5,0,0,0,6,2.38
Unfall,Katastrophe,7,8,9,5,7,4,7,5,7,10,2,7,6,6.46
Reise,Ausflug,9,8,8,10,6,3,7,1,6,10,7,8,8,7.00
Tätigkeit,Bewegung,3,4,7,0,5,1,5,7,8,5,0,5,6,4.31
Klatsch,Nachrichten,5,2,9,0,4,4,0,3,6,0,0,3,5,3.15
Vater,Gott,8,6,8,0,3,2,10,6,10,10,3,0,6,5.54
Tat,Verlauf,9,2,6,0,3,0,3,0,3,0,0,0,7,2.54
Fieber,Erkrankung,4,8,8,10,10,3,1,2,9,10,0,2,0,5.15
Luftfahrt,Flug,5,9,10,10,8,3,10,2,8,10,5,5,6,7.00
Spiel,Zug,1,2,7,0,4,0,1,1,5,0,0,0,0,1.62
Molekül,Luft,1,5,7,3,0,6,1,1,4,2,1,0,5,2.77
Heimat,Staat,4,6,6,9,0,8,3,2,4,8,6,0,8,4.92
Wort,Literatur,4,5,8,1,1,6,4,2,0,6,2,1,7,3.62
Erwachsener,Beschützer,3,6,3,7,0,5,2,0,3,1,5,0,6,3.15
Zeitung,Information,6,8,10,3,1,4,5,2,0,3,3,1,8,4.15
Verständigung,Fernsehen,1,2,4,2,0,1,3,0,0,1,1,0,4,1.46
Cousin,Onkel,2,7,0,7,0,6,2,2,0,1,6,0,0,2.54
Autor,Leser,2,2,3,2,0,0,4,0,0,2,2,1,5,1.77
Kumpan,Partner,5,7,10,9,4,10,4,2,10,8,8,0,7,6.46
Gebiet,Ecke,3,0,7,3,0,0,3,2,10,1,7,0,0,2.77
Ballade,Lied,3,8,7,9,0,6,4,3,7,9,8,5,10,6.08
Wand,Schmuck,0,0,0,2,0,0,0,0,0,1,1,0,0,0.31
Wort,Seite,2,1,0,2,0,4,1,0,4,8,2,0,2,2.00
Krankenschwester,Wissenschaftler,1,2,0,1,0,7,2,1,0,1,1,0,0,1.23
Politiker,Präsident,3,8,7,8,0,9,6,3,8,8,4,1,5,5.38
Präsident,Bürgermeister,1,3,7,7,0,10,2,2,3,8,3,1,6,4.08
Buch,Aufsatz,2,3,0,2,0,6,2,1,0,8,0,0,3,2.08
Mann,Krieger,2,3,8,4,0,9,6,2,10,2,5,0,6,4.38
Artikel,Zeitschrift,6,6,0,4,2,6,5,2,5,4,2,1,5,3.69
Frühstück,Abendmahl,8,3,5,0,0,5,2,2,0,3,4,0,0,2.46
Menge,Parade,1,0,7,4,0,7,4,2,0,8,5,0,5,3.31
Gang,Flur,1,9,10,1,6,10,8,4,1,2,7,10,10,6.08
Lehrer,Rabbi,5,0,6,2,1,7,4,1,10,8,3,0,7,4.15
Hüfte,Lippe,1,1,0,1,0,0,0,0,4,1,0,0,0,0.62
Buch,Artikel,3,6,0,2,0,1,3,1,0,7,2,0,5,2.31
Zimmer,Zelle,3,1,10,6,0,6,4,2,5,1,5,0,7,3.85
Kasten,Bude,1,0,4,2,0,6,3,0,0,1,0,0,0,1.31
Tochter,Kind,5,5,10,8,0,8,4,3,6,8,4,5,8,5.69
Extremität,Bein,7,8,10,0,2,2,3,3,0,1,8,0,9,4.08
Leber,Lunge,3,6,0,1,1,8,5,1,0,2,2,0,0,2.23
Klassenzimmer,Gang,0,2,0,2,0,0,0,0,3,0,1,0,0,0.62
Berg,Felsvorsprung,3,9,6,8,0,8,4,1,3,1,2,0,8,4.08
Auto,Aufzug,0,2,0,0,0,0,0,0,0,1,1,0,0,0.31
Bett,Couch,6,3,6,8,0,7,2,2,6,8,4,0,7,4.54
Kleidung,Knopf,5,5,7,3,1,4,4,0,0,4,1,0,0,2.62
Kleidung,Mantel,5,6,6,8,3,6,6,2,5,8,4,5,4,5.23
Niere,Organ,3,7,8,7,2,8,6,3,1,1,5,5,3,4.54
Apfel,Soße,1,0,0,1,0,0,0,0,0,2,1,0,0,0.38
Huhn,Steak,2,1,0,1,0,2,0,1,5,4,2,0,5,1.77
Auto,Schlauch,1,3,0,0,0,0,1,0,0,1,1,0,0,0.54
Tabak,Zigarette,8,9,8,7,0,9,2,3,9,8,5,5,5,6.00
Student,Professor,6,3,0,7,0,8,3,2,3,0,2,0,4,2.92
Baby,Tochter,5,5,7,7,1,7,3,1,10,8,4,1,5,4.92
Pfeife,Zigarre,7,9,7,2,1,9,3,1,5,2,5,5,7,4.85
Milch,Saft,4,2,1,2,0,4,5,1,0,2,1,0,3,1.92
Schachtel,Zigarre,1,0,4,0,0,7,1,2,5,1,4,1,0,2.00
Apartment,Hotel,5,7,7,3,0,8,3,2,2,8,4,2,8,4.54
Becher,Waffel,1,0,0,2,0,5,0,0,0,0,3,0,5,1.23
Pferd,Ochse,2,3,0,0,0,6,2,1,0,2,1,0,0,1.31
Kehle,Nase,2,0,0,2,0,6,3,0,4,3,3,0,0,1.77
Knochen,Zähne,4,6,0,0,2,5,7,1,0,0,0,6,0,2.38
Knochen,Ellenbogen,4,6,1,0,0,3,1,1,3,2,0,3,5,2.23
Speck,Bohne,2,2,1,0,0,2,3,1,1,0,0,3,0,1.15
Tasse,Krug,6,3,8,8,2,10,10,1,3,3,5,8,10,5.92
Beweis,Tatsache,3,7,9,8,5,3,8,6,10,2,8,2,10,6.23
Vereinbarung,Verabredung,7,6,10,9,6,5,4,5,9,2,8,4,6,6.23
Geburtstag,Jahr,5,3,1,0,0,2,3,1,5,1,0,5,6,2.46
Wort,Hinweis,4,2,1,0,0,1,4,2,6,1,0,4,0,1.92
Autor,Schöpfer,7,4,1,9,8,0,0,6,9,0,0,8,0,4.00
Atom,Kohlenstoff,1,4,2,0,1,1,7,2,5,0,0,2,4,2.23
Erzbischof,Bischof,8,9,9,9,6,2,2,4,9,6,5,6,5,6.15
Brief,Absatz,2,4,1,0,1,3,4,1,3,0,0,3,3,1.92
Seite,Absatz,3,4,8,0,0,0,0,0,2,3,0,3,5,2.15
Kirchturm,Kapelle,4,7,8,0,3,1,7,4,7,1,0,9,7,4.46
Muskel,Knochen,3,2,1,0,0,2,1,1,0,0,0,3,5,1.38
Muskel,Zunge,1,2,1,0,0,2,3,1,3,3,0,8,5,2.23
Junge,Soldat,2,2,0,0,0,0,0,1,1,0,0,6,0,0.92
Bauch,Unterleib,5,7,8,9,4,2,7,1,7,1,4,9,5,5.31
Kerl,Mädchen,3,2,1,0,0,0,0,0,0,0,0,2,0,0.62
Bett,Stuhl,2,2,2,0,0,2,6,1,0,0,0,4,10,2.23
Kleidung,Jacke,6,6,7,0,1,3,7,3,7,4,0,5,5,4.15
Pistole,Messer,3,2,7,0,0,2,6,0,0,3,0,4,6,2.54
Blech,Metall,7,7,8,0,3,1,8,7,8,3,10,4,5,5.46
Flasche,Behälter,2,5,7,9,2,2,8,2,5,10,2,9,4,5.15
Henne,Truthahn,6,6,8,0,6,1,2,4,5,3,0,6,10,4.38
Fleisch,Brot,1,1,0,0,0,2,4,1,0,0,0,2,0,0.85
Arm,Knochen,2,3,1,0,0,2,0,1,3,2,0,6,5,1.92
Genick,Rückgrat,4,1,8,0,1,3,7,3,0,1,0,7,5,3.08
Apfel,Zitrone,5,4,1,0,0,2,2,0,0,0,0,4,10,2.15
Leiden,Trauer,7,4,9,9,5,2,10,8,7,2,5,9,6,6.38
Auftrag,Aufgabe,6,7,8,10,0,5,10,9,9,10,8,8,5,7.31
Nacht,Dämmerung,5,5,8,0,3,1,5,1,8,4,2,7,5,4.15
Abendessen,Suppe,7,2,7,0,1,1,6,3,3,2,2,4,5,3.31
Kalb,Bulle,3,7,3,0,3,1,2,3,3,0,0,6,10,3.15
Schnee,Sturm,1,2,1,0,2,3,5,2,1,0,0,7,3,2.08
Nagel,Hand,2,0,0,0,0,0,3,0,3,2,0,4,5,1.46
Hund,Pferd,1,1,7,0,0,4,4,0,0,0,0,4,5,2.00
Arm,Genick,2,1,0,0,0,2,0,0,0,0,0,3,5,1.00
Ball,Handschuh,1,0,1,0,0,0,2,0,2,0,0,1,0,0.54
Grippe,Fieber,4,6,7,0,6,6,7,5,3,1,0,7,5,4.38
Gebühr,Gehalt,1,1,7,0,1,1,0,0,0,1,0,1,5,1.38
Nerv,Gehirn,1,5,2,0,1,3,7,1,7,2,0,8,6,3.31
Biest,Tier,6,7,8,8,5,0,7,7,6,8,5,6,0,5.62
Abendessen,Huhn,7,2,1,0,0,4,1,1,1,1,0,0,4,1.69
Mädchen,Zimmermädchen,4,7,9,0,4,2,0,2,4,3,0,3,0,2.92
Kind,Junge,4,4,8,8,4,1,1,1,6,4,5,7,5,4.46
Alkohol,Wein,5,5,8,0,3,3,5,3,7,5,0,7,5,4.31
Nase,Mund,3,4,7,0,0,3,5,1,1,0,0,6,6,2.77
Straße,Auto,3,1,1,0,1,3,6,4,0,0,0,6,5,2.31
Glocke,Türe,5,0,0,0,0,0,0,0,1,0,0,2,5,1.00
Schachtel,Hut,4,4,0,0,2,2,7,7,5,2,3,0,0,2.77
Glaube,Eindruck,3,3,1,7,5,4,5,8,2,7,4,1,4,4.15
Vorurteil,Meinung,6,6,4,5,4,0,9,7,7,5,9,2,3,5.15
Aufmerksamkeit,Bewusstsein,2,9,0,9,7,8,8,10,7,7,4,6,4,6.23
Zorn,Laune,3,4,1,5,4,1,9,8,7,1,8,3,0,4.15
Eleganz,Stil,8,2,4,8,2,8,10,9,8,8,9,7,7,6.92
Schönheit,Alter,6,7,1,4,2,1,8,6,2,5,6,2,2,4.00
Buch,Thematik,5,8,2,8,4,3,7,9,5,7,6,3,2,5.31
Freund,Mutter,2,4,1,4,1,5,3,4,5,6,2,0,2,3.00
Vitamin,Eisen,3,10,4,7,3,4,1,6,3,8,5,6,5,5.00
Auto,Fabrik,2,2,1,3,3,4,8,9,1,7,7,1,3,3.92
Vertrag,Bedingung,3,7,4,9,3,2,10,9,7,10,7,6,2,6.08
Kapitel,Wahl,0,8,0,2,0,1,5,0,5,5,5,0,0,2.38
Arithmetik,Rhythmus,5,2,0,3,3,0,6,6,1,3,1,3,1,2.62
Gewinner,Anwesenheit,2,2,0,1,2,3,2,2,5,5,6,1,4,2.69
Glaube,Blume,1,3,0,0,0,2,4,0,5,10,2,2,2,2.38
Gewinner,Ziel,7,8,7,9,7,5,7,9,2,9,6,5,4,6.54
Trick,Größe,1,4,1,2,0,0,1,3,1,3,0,0,1,1.31
Wahl,Neigung,2,6,3,2,6,0,5,8,5,4,4,5,1,3.92
Hymne,Eroberung,3,6,2,5,0,1,2,1,6,9,7,3,2,3.62
Ausdauer,Kapelle,2,5,0,1,0,2,2,0,1,1,3,1,1,1.46
Gefängnis,Wahl,1,7,0,0,1,3,2,0,6,2,2,1,1,2.00
Bedingung,Junge,0,1,1,3,0,3,1,1,1,5,4,1,1,1.69
Blume,Ausdauer,2,7,0,0,0,2,1,0,2,2,3,0,1,1.54
Loch,Vereinbarung,0,0,0,1,0,1,1,1,1,0,2,0,2,0.69
Arzt,Temperament,2,4,0,5,0,1,3,3,1,3,5,1,3,2.38
Büderlichkeit,Türe,0,3,0,1,0,2,1,0,2,0,2,0,1,0.92
Aufgabe,Frau,1,1,0,0,0,2,1,2,1,8,2,1,2,1.62
Brüderlichkeit,Baseball,0,4,0,7,1,4,3,0,6,0,3,1,5,2.62
Cent,Größe,1,6,1,0,0,1,2,4,5,5,0,0,2,2.08
Anwesenheit,Türe,1,0,0,5,2,3,0,4,4,5,0,1,1,2.00
Maus,Leitung,1,3,0,7,0,1,3,1,1,1,3,1,0,1.69
Aufgabe,Autobahn,1,2,0,0,0,0,0,4,1,4,0,2,2,1.23
Likör,Jahrhundert,1,2,0,2,0,2,1,2,1,0,2,0,0,1.00
Aufgabe,Strohhalm,0,1,1,0,0,0,1,0,1,0,1,0,2,0.54
Insel,Aufgabe,0,7,0,0,0,2,3,2,1,7,0,1,2,1.92
Nacht,Kapitel,1,0,0,4,1,0,2,1,4,0,2,0,0,1.15
Verschmutzung,Präsident,1,1,1,0,0,1,0,0,1,1,2,1,2,0.85
Pistole,Finte,1,9,1,4,4,9,10,0,1,9,4,1,9,4.77
Bad,Finte,1,1,0,0,0,1,0,0,1,8,2,0,2,1.23
Diät,Apfel,2,5,1,9,3,6,7,5,2,8,5,2,3,4.46
Cent,Ehefrau,0,4,1,0,0,0,0,3,1,5,0,0,3,1.31
Kapitel,Schwanz,0,5,0,0,0,1,0,0,1,0,4,0,1,0.92
Verlauf,Bauch,0,6,1,2,0,2,1,0,1,1,3,1,1,1.46
Hymne,Strohhalm,0,2,0,1,0,0,1,0,1,0,0,0,1,0.46
Zahnarzt,Oberst,0,0,2,2,2,0,1,4,2,6,3,0,2,1.85
Ehefrau,Strohhalm,0,2,0,0,0,1,0,0,1,0,0,0,1,0.38
Loch,Ehefrau,0,4,1,0,3,0,0,4,1,1,0,1,0,1.15
Schüler,Präsident,2,3,1,2,4,3,0,3,5,7,6,3,1,3.08
Bad,Ehefrau,4,5,0,1,1,3,3,4,1,0,2,0,1,1.92
Leute,Cent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Formel,Holzscheit,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Frau,Pelz,0,0,0,0,1,0,0,1,1,0,0,3,0,0.46
Apfel,Sonnenschein,0,0,0,0,0,0,0,1,0,0,0,1,0,0.15
Pistole,Morgendämmerung,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Mahl,Taille,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08
Kamera,Präsident,0,0,0,0,1,0,0,1,0,0,0,0,0,0.15
Likör,Kapelle,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15
Bauch,Vene,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08
Pistole,Pelz,0,0,0,2,1,0,0,0,1,0,0,0,0,0.31
Couch,Baseball,0,0,0,0,1,0,0,1,1,0,0,0,0,0.23
Arbeiter,Kamera,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
Deck,Maus,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08
Reis,Junge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Leute,Pistole,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Klippe,Schwanz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Winkel,Fenster,0,0,0,2,0,0,0,2,1,0,0,0,0,0.38
Prinzessin,Insel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Behälter,Maus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Waggon,Container,0,7,1,2,10,1,0,4,5,6,7,6,5,4.15
Leute,Ballon,0,0,0,0,1,0,0,1,0,0,0,0,0,0.15
Dollar,Leute,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Bad,Ballon,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08
Bauch,Schlafzimmer,0,0,0,0,3,0,0,1,0,0,0,0,0,0.31
Fahrrad,Schlafzimmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Holzscheit,Bad,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08
Schale,Schwanz,0,0,0,0,1,0,0,0,1,0,0,0,0,0.15
